DATE,CABPPRIVSA
2003-06-01,14002.241225021202
2003-07-01,15878.8008078125
2003-08-01,14117.0240773838
2003-09-01,15412.0965326095
2003-10-01,20612.7832653716
2003-11-01,15093.2582878129
2003-12-01,15660.478874151599
2004-01-01,16146.903827106298
2004-02-01,16040.9353018101
2004-03-01,17130.6464296656
2004-04-01,16998.3395196911
2004-05-01,16089.0908048201
2004-06-01,17192.3500223833
2004-07-01,16792.6461343305
2004-08-01,17604.0174458771
2004-09-01,17854.669774475802
2004-10-01,17531.3271152751
2004-11-01,19938.533222006
2004-12-01,19166.5566661148
2005-01-01,16518.501672589
2005-02-01,15835.058881862
2005-03-01,16123.3282474683
2005-04-01,16795.4438660609
2005-05-01,15606.7683699823
2005-06-01,17005.7668638406
2005-07-01,17147.3587956459
2005-08-01,16923.254960563
2005-09-01,20692.3104584537
2005-10-01,15046.808854614399
2005-11-01,16052.3838698294
2005-12-01,13589.704482847299
2006-01-01,14210.747364428798
2006-02-01,18177.0466756483
2006-03-01,13719.5220507472
2006-04-01,13498.2382791324
2006-05-01,13847.210921613301
2006-06-01,13789.3309305049
2006-07-01,10680.044822875601
2006-08-01,11582.8325195202
2006-09-01,12259.1339347357
2006-10-01,10546.7425498783
2006-11-01,10848.2527878689
2006-12-01,10647.7721622405
2007-01-01,11884.283953689699
2007-02-01,9565.94245311948
2007-03-01,11466.645117791999
2007-04-01,9462.596665147099
2007-05-01,9474.428031132249
2007-06-01,7553.090611211121
2007-07-01,8577.7677331083
2007-08-01,10476.7536539386
2007-09-01,6988.641217364179
2007-10-01,7998.811265159209
2007-11-01,6396.32893941651
2007-12-01,6223.51068967626
2008-01-01,6351.73578151629
2008-02-01,6874.90857633266
2008-03-01,4022.00978115875
2008-04-01,5894.35500914458
2008-05-01,6299.950908166689
2008-06-01,5422.10978820136
2008-07-01,4810.56813357479
2008-08-01,3638.46647855526
2008-09-01,4651.47038740697
2008-10-01,4067.4711432167296
2008-11-01,4952.27162411887
2008-12-01,3701.8890369314204
2009-01-01,2610.9235930278196
2009-02-01,2598.83443750959
2009-03-01,2634.42958887113
2009-04-01,2864.2837591785496
2009-05-01,2438.7403043795803
2009-06-01,2719.0458822513
2009-07-01,2846.11972512911
2009-08-01,2725.0608488859802
2009-09-01,2925.2387612902303
2009-10-01,3059.65605107458
2009-11-01,2862.2480616873
2009-12-01,2924.07193317969
2010-01-01,4049.2883658644896
2010-02-01,3814.9614247812106
2010-03-01,3259.35418522891
2010-04-01,3192.68895865347
2010-05-01,2741.24953537403
2010-06-01,3551.6814319750397
2010-07-01,3443.23265875735
2010-08-01,3597.8052346940203
2010-09-01,3130.34650812966
2010-10-01,3378.2093672658098
2010-11-01,3398.97516990549
2010-12-01,5575.301260743051
2011-01-01,3419.38568098685
2011-02-01,2474.2993291950197
2011-03-01,4063.96007611144
2011-04-01,3640.9651363729
2011-05-01,4173.49216864108
2011-06-01,4108.86022046504
2011-07-01,2299.1991132241
2011-08-01,4176.50868432995
2011-09-01,3802.0087385560496
2011-10-01,3486.61979880084
2011-11-01,4909.25022239174
2011-12-01,4430.07406995841
2012-01-01,2895.82303030883
2012-02-01,3648.0791200848
2012-03-01,5783.299071449461
2012-04-01,3178.25139896292
2012-05-01,5110.0550385416
2012-06-01,4976.3989438831295
2012-07-01,4985.73118386954
2012-08-01,5164.1092915114505
2012-09-01,6023.25569871671
2012-10-01,5286.07163058406
2012-11-01,4439.1346680834795
2012-12-01,5340.51064445952
2013-01-01,6694.998280005911
2013-02-01,7020.36918081192
2013-03-01,4602.55126211549
2013-04-01,7151.792475310759
2013-05-01,6743.55000765944
2013-06-01,5353.65006449776
2013-07-01,7046.3257568742
2013-08-01,6886.32045697452
2013-09-01,4335.73354420915
2013-10-01,6941.13876232223
2013-11-01,6985.4133642220895
2013-12-01,7880.839810493359
2014-01-01,5457.87988762966
2014-02-01,6603.9528538955
2014-03-01,6650.48102627906
2014-04-01,7961.064866655151
2014-05-01,5806.16043536038
2014-06-01,6155.447112328249
2014-07-01,6994.19279857099
2014-08-01,5989.1266426803795
2014-09-01,6838.50529213114
2014-10-01,9603.13984224641
2014-11-01,7877.3142365534095
2014-12-01,6670.4926524373905
2015-01-01,9094.95793567123
2015-02-01,7999.24665252317
2015-03-01,8863.82409419645
2015-04-01,7805.15974124896
2015-05-01,7133.09177202088
2015-06-01,9568.505323674979
2015-07-01,8524.67000585099
2015-08-01,7332.56847993519
2015-09-01,8693.26010786203
2015-10-01,6258.086122745251
2015-11-01,9126.85290257228
2015-12-01,7301.43848250505
2016-01-01,8214.976718373191
2016-02-01,10100.0034389291
2016-03-01,7268.204893588841
2016-04-01,7418.4202477259705
2016-05-01,9458.17539520892
2016-06-01,7351.87287341491
2016-07-01,6253.459776690301
2016-08-01,9698.32432048424
2016-09-01,9045.731169625591
2016-10-01,8475.08730032864
2016-11-01,8418.045063718291
2016-12-01,9205.380293796508
2017-01-01,6115.882575007479
2017-02-01,7632.97263453621
2017-03-01,9648.82448063753
2017-04-01,9360.785567945559
2017-05-01,8790.381373014508
2017-06-01,11647.5815207645
2017-07-01,8329.44008693973
2017-08-01,9953.13598923153
2017-09-01,9540.59232170638
2017-10-01,10390.8457413427
2017-11-01,9134.63350608803
2017-12-01,9819.389394155642
2018-01-01,9632.13950301498
2018-02-01,9978.36454978916
2018-03-01,11064.1678693602
2018-04-01,10096.2718956035
2018-05-01,11115.2021999347
2018-06-01,10770.8492926891
2018-07-01,9891.09801239337
2018-08-01,8966.40441863412
2018-09-01,7895.436286210859
2018-10-01,8597.90294141586
2018-11-01,8759.063869873571
2018-12-01,9009.89398595268
2019-01-01,10261.1005316073
2019-02-01,7783.15611318647
2019-03-01,8086.342497218091
2019-04-01,9102.19932172081
2019-05-01,9191.844060851541
2019-06-01,7662.141948714309
2019-07-01,10148.3489647404
2019-08-01,8949.8007622491
2019-09-01,10596.1489940787
2019-10-01,9761.24053420904
2019-11-01,8709.75900868532
2019-12-01,9596.82403864115
2020-01-01,9419.587397331641
2020-02-01,10924.6285905808
2020-03-01,7758.30005877864
2020-04-01,6047.13849966697
2020-05-01,6342.133602550551
2020-06-01,7634.53521134774
2020-07-01,10344.3155624
2020-08-01,8353.870098980551
